Sort,Successful,Title,CampaignStory
0.162996570358749,0,Too Precious To Be Ignored,"Nature Society (Singapore) is dedicated to the appreciation, conservation, study and enjoyment of the natural heritage in Singapore. It is the leading voice for nature in Singapore, helping to protect Singapore's biodiversity and engage people with their environment.

As a charity, we rely on your donations to conserve Singapore's biodiversity and habitats for wildlife. Your donations will be used for nature education outreach to connect people to nature, especially the younger generations, help support on-going conservation projects as well as to fund the Society's operating costs.

Invest in Nature today! It is too precious to be ignored! We all benefit from protecting nature and wildlife. Donations, large and small, will provide us with the resources to ensure a future for Singapore's amazing wildlife and for its enjoyment by our children.

Every gift makes a difference! Join us in our work for Nature now!"
0.167598931146395,0,KDS COVID-19 LANGGAR OUTREACH -- FREE HEARTY VEGETARIAN MEALS FOR THE NEEDY,"""We are all facing the same storm, but in different ships."" We've heard this phrase time and time again throughout this COVID-19 pandemic. Aptly so. We all have our difficulties, b..."
0.170134590222571,0,Help Deliver Essentials to Migrant Workers,"The ongoing COVID-19 situation continues to have serious and far-fetching consequences on our foreign workers.


With your help, the Singapore Red Cross is working to deliver essen..."
0.17235481355476,0,Ride for Aidha 2020 - Give the gift of education,"For six years we’ve set the Aidha community an exciting annual challenge – to get on their bikes and #RideForAidha. Partners, volunteers, students and other friends of Aidha gather..."
0.17341311656999,0,Help Baby Girl Giulana Rose,"James and his wife are both S-Pass holders working in Singapore, and they had the joy of their life when they heard they are having a baby girl. The pregnancy went smoothly, and ev..."
0.175941968695792,0,Q4 2021 Fund Raising & Virtual Walk-a-wheelathon,"With the COVID-19 pandemic, while we could not walk together in person this year - we can still walk together in heart & spirit - with RDA beneficiaries & their families, as well as participants from our partner SPED schools & charity organisations in RDA's Virtual Walk-a-wheelathon.

1. 2.. 3... WALK ON! TOGETHER, towards a more inclusive COMMUNITY. In the last quarter of 2021, let's embark on a 3.9 km virtual Walk in celebration of RDA's 39th Anniversary.
Support this event by donating & participating in the virtual Walk &/or sponsoring beneficiaries to participate. We encourage participation through any form of activities at their own pace & space (Walk, Cycle, Swim, etc.) to celebrate RDA's 39th Anniversary. Participants could complete & clock 3.9km with distance/steps counter app, snap a photo in the event T-shirt & bib plus distance/steps completed, post the photo on your Facebook & social media, tag us @RDAsgp with the hashtag #TogetherTowardsAMoreInclusiveCommunity.

Rally your colleagues, families & friends to participate in this virtual event (while observing prevailing safe management measures). Each participant will receive an event T-shirt & bib plus goodie bag.

Every donation of $50 would sponsor up to 2pax for the Walk (inclusive an event T-shirt & bib plus goodie bag).

Pls expect our email within 7 days for your T-shirt size.
Collection at RDA Centre after 24 Oct onward. (Weekdays 9-6pm)"
0.178465743375825,0,"Urgent help for my uncle, Colon Cancer Stage 3","As cancer cells started to spread, and my uncle does not know how long he can live, My uncle, Mr Tan Boon Teck, youngest brother of Armenian Street Char Kway Teow family business o..."
0.18551312763823,0,Go The Dystance 2020 Fundraiser,"MDAS would like to appeal for your generosity in support of Go The Dystance 2020 Fundraiser; we aim to raise $100,000 which will go towards running essential programmes and service..."
0.185767522236982,0,You Can Make Miracles Happen!,"Dear Friend, You Can Make Miracles Happen! As we approach the year-end holiday season, have you thought of how you could spend the holidays meaningfully? If you’re like most of us,..."
0.185856100531327,0,Season of HOPE and Giving,"The best gift this season is your gift of heart and time.

The festive season is a time of celebration and gift giving with family and friends. It is also an opportunity for personal reflection as we take stock of our lives, cultivate gratitude and muster hope and courage to sustain us for the new year.

As we remember the lessons, blessings and victories of this year, we invite you to a special way of honouring this season - to give your time and heart for the less fortunate around us. You can find more details of volunteering opportunities in this page: https://www.hopewwsea.org/seasonofhope/

You can also donate to our charity which will be matched dollar for dollar by Tote Board. Despite the challenges of the current pandemic, our charity continues our outreach to disadvantaged youths, seniors and vulnerable families. We have seen an increase need in social services as well as in the area of mental and emotional health. You can support our work by donating any amount to support our programmes and services. Together, we can spread the message of hope and give the best gift to those who need our support."
0.186028084417253,0,Save our daughter Saanvi from Blood Cancer,My daughter 5-year-old girl Saanvi fighting for life after she was confirmed by Acute Lymphoblastic Leukemia (Blood Cancer). She had been admitted to KK Women's and Children's Hosp...
0.192239886099518,0,Save Baby An Bao,The mother had been carrying twins for up to 6 months when the doctor's ultrasound revealed that one of the two children suffering Hydrocephalus (Hydrocephalus is an abnormal incre...
0.197781638311756,0,7 CONTINENTS 7 MARATHONS 7 DAYS,"Come 3 FEB 2022, I will embark on another wheelchair record breaking attempt to complete 7marathons across 7 continents in 7 days, with the hope to also raise $77,700 dollars for The Straits Times School Pocket Fund.

In 2018, i decided it will be my last ultramarathon to raise funds for those in need (https://www.straitstimes.com/singapore/health
/one-last-ultramarathon-for-paraplegic-fundraiser

Covid-19 opens my eyes to many needs in the community. This is my comeback race.

13 years ago, before my Stage 4 leukemia, on the day of 19th December 2007, i became the fastest person in the world to complete 7 marathons across 7 continents in 26 days, 17 hours, 43 minutes and 52 seconds.

With your great support, I believe I can do it better even at the age of 65 years old."
0.211731698794773,0,Save Baby Umair,"Baby Umair was born on 28 May 2018 under C section, and had been inside ICU ever since. When Baby Umair was born, the doctor thought he had pneumonia and was treated with pneumonia..."
0.213638942736705,0,REACH Charity Run 2021 - Choon Lee Liew,"I just signed up for REACH Charity Run 2021, embarking on a journey to support the youth served by REACH Community Services. Just to be part of a collective endeavour of running 50,000km as a supportive community, to Power UP! youths by activating their strength and fulfil their potential regardless of their life circumstances. There's plenty to live for. Be inspired."
0.21411262526096,0,Credit Suisse - Race Against Cancer 2019,Credit Suisse staff fundraising page for Race Against Cancer 2019
0.22839500620522,0,Help us bring home our premature baby Wave,"Help us bring our Wave home.. Dear Giver,

I am Fretzchel Civil. My husband and I have been on a roller coaster ride every time we tried to conceive a child. Our first gift came to..."
0.232071863657841,0,A Journey of Bliss  - Wui Chiu Fui Kun 197th Anniversary Charity Concert 2019 for Singapore Red Cross Society,"ATTENTION: We are accepting donations for the Charity Concert 2019, and tickets are subject to availability as of 2 April 2019, 2:30pm. Please contact us at pd (at) redcross (dot) ..."
0.23215058144708,0,Help Phoenix Walk Again!,"HELP PHOENIX WALK AGAIN! Three-year-old Phoenix has spent his life so far in a wheelchair. With promising signs of improvement and his whole life ahead of him, Phoenix could be whe..."
0.232646062170563,0,DM: Support us in our fight against cancer,"“I can no longer speak properly or eat solid foods after undergoing 5 operations and removing my tongue”
-	Mr Tay Jim Hua, Stage 4 Throat Cancer Patient


Life hit rock bottom for ..."
0.234362602295092,0,"Funds for Kumarasamy Natrajan’s family, sudden victim to heart attack",Dhanapakkiam and her three children had a video call with Natarajan on the night of 2nd February. It was a regular call. Little did they know that this would be the last time they ...
0.236306003643307,0,Mask of Solidarity - a Medix-Global Initiative,"Thank you for visiting the Mask of Solidarity fundraising page, an initiative conceived and supported by Medix-Global. Mask of Solidarity is designed to act as catalyst for all tho..."
0.238310802069575,0,A Mother’s Endless Love,"A mother’s love is endless and knows no bounds. She is willing to sacrifice everything for her child, even at the expense of her own health. Madam Ong, 56, is a MOTHER, FATHER, CAR..."
0.253789578702702,0,Sharing the Joy this Festive Season with Royal Plaza on Scotts x Community Chest,"This festive season, Royal Plaza on Scotts would like to garner support to seniors and families in need, persons with disabilities and mental health conditions and students with special needs for Community Chest's Christmas On A Great Street Light-Up Ceremony 2021. We invite the community to join us in support of persons with mental health conditions and to have essential, open conversations about the importance of mental health awareness.

Take a leisurely stroll down Orchard Road and witness ""Christmas in Bloom"" along the streets. The flowers' symbolism of resilience brings a sense of hope and joy to the nation. Together, we will be able to build a caring and inclusive Singapore that supports the community through any challenges ahead.

Render a helping hand with us by making a donation of any amount via this campaign page.
In collaboration with SG Cares Giving Week and co-organised with the Orchard Road Business Association (ORBA), the Community Chest Christmas on A Great Street Light-Up Ceremony 2021 hopes to invite the community to join us in support of persons with mental health conditions, and to have essential, open conversations about the importance of mental health awareness.

Take a leisurely stroll down Orchard Road and witness ""Christmas in Bloom"" along the streets. We hope that the flowers' symbolism of resilience brings a sense of hope and joy to the nation. Together, we will be able to build a caring and inclusive Singapore that supports the community through any challenges ahead.

You can show your support for Community Chest by making a donation of any amount via this campaign page or even creating a sub-campaign page to raise funds for Community Chest."
0.255345536798093,0,SUTD CDLH Beirut Explosion Relief Response 2020,"On Tuesday, August 4th a devastating explosion killed more than 170 people and injured thousands more in Beirut, Lebanon. The disaster levelled a large part of the city, destroying..."
0.256446549611055,0,Immersive art experience in Jalan Besar,Jalan Besar after dark: A night walk and immersive art experience Kiran is a young and idealistic cinema projectionist who works at the New World Amusement Park in the 1960s. He fa...
0.261900712890472,0,CareBio Radiance in Life for Survivors,Attractive Gifts of exquisite handicraft and exlusive Tupperware hampers for all donors! We are committed to the fight against cancer and determined to rally the community to suppo...
0.262846724139759,0,72km C2C Trail Wheelchair Trek Across Singapore For Charity,"72km Coast-to-Coast Trail (there and back) Wheelchair Trek Across Singapore For Charity

Hi, I'm Scott! I'm currently 29 years old and I'm a vegetarian.

This coming 3 - 5 SeptembeÉ"
0.264330705087738,0,Help this family rebuild their lives,"Mr Shaikhan is a humble, hardworking man whose joy in life is to provide everything his family needs. He and his wife, together with their 5 children, were happily living their sim..."
0.265215193935064,0,Free Food Fridays - In Aid of Rohingya Refugees,"Free Food Fridays is a campaign to provide warm nutritious meals to about 250 vulnerable refugees that are elderlies, widows and orphaned children. A typical meal will consist of W..."
0.269556919747463,0,Help our domestic helper Dahlia to fight her breast cancer,"How it begins Dear family, friends and well-wishers, Our first child was due on end of 2010. Like any anxious parents, we explored the options to have her to be taken care of. Opti..."
0.273737972649196,0,Breaking Gia Hung Dream,"Gia Hung’s dream is to become an athletic when he grows up, but unfortunately that dream could never come true now, as he’s been suffering from Acute Lymphoblastic Leukemia (ALL) a..."
0.281329599995238,0,Australian Alumni Singapore (AAS) Support For Australia,Australia has seen devastating bush fires in the last few months. Australian alumni in Singapore deeply feels for the land that has hosted us during our best years. It will be grea...
0.283375120017743,0,Save Maria From Steven Johnson Syndrome,"Ibu Matha was so happy when she heard that her daughter, Maria, has gotten a job in Singapore as domestic helper, and they are all over the moon with the good news. However, little..."
0.284874918355904,0,My Father's Healing journey,"Helping My Father on his Healing Journey. My name is Raymond Valdez, the only son of Rosendo B. Valdez, and I am making this appeal for your donations to help with medical expenses..."
0.286286379023641,0,Help Quang Minh With His Blood Cancer,"Quang Minh is an active and happy go lucky 13 year old boy student residing in Vietnam. As per any 13 year old boy, he goes to school, play sports and love the process of growing u..."
0.286837972522995,0,Save 7 year old grandson Andrew,Please continue to pray for Andrew and continue to help him.He is still doing his routine chemotherapy for maintenance while waiting for sufficient fund for doing Car T or bone mar...
0.288961519456969,0,"Habitat build in Siem Reap, Cambodia","Help us move people forward in life. In Southeast Asia numerous families don't have access to decent, safe and affordable housing. As a group of colleagues (12 to 20) from South Ea..."
0.292098030722369,0,Taal Volcano Eruption Response,"[Taal Volcano Eruption] Singapore Red Cross launches public appeal; sends aid to affected communities (Dear Friend, please note that donations to overseas efforts are not tax-deduc..."
0.296355321618986,0,Saving Ngon from Acute Myeloid Leukemia,Ngon is a bright 14 year-old boy before he was diagnosed with AML and is currently seeking treatment at Raffles Hospital Singapore. Acute myeloid leukemia (AML) is a cancer of the ...
0.297535987200741,0,Rohingya Refugee Food Aid,"We are a Registered Charity in Singapore that run campaigns involving Food security. From providing FREE Halal Meals, to Food Rescue Campaigns, Redistribution of Low Shelf Life Foo..."
0.298443309949775,0,Support the communities affected by second wave of COVID in India,"In wake of the current health crisis, the needs of the affected population have widened and increased manifold. The immediate support measures include dry ration, medical and non-m..."
0.302133368895414,0,Plenteous Love: Virtual Charity Concert 2021,"The Singapore Red Cross (SRC) would like to extend a special invitation to you, your family and friends to join us at our inaugural virtual concert by Black Cat Theatre A Virtual C..."
0.302605200962196,0,MDAS Flag Day 2019,MDAS is holding our annual Flag Day on 27th April 2019. We need your help! Please donate generously. Every dollar will go into ensuring that persons with Muscular Dystrophy can con...
0.307598444370891,0,Help Nickson to fight Leukaemia,"My name is Nickson, and this is my story. Just like any teenager, I am an active 15 years old boy, with my bright future in front of me and filled with zest of life ahead of me. I ..."
0.308252576211991,0,"""Fight with warrior MABLE ZANE""","Meet my warrior MABLE Mable Zane was born on May 9, 2017 and was then intubated for 10 days due to Lack of Oxygen diagnosed to have Hypoxic Ischemic Encephalopathy (HIE). Due to ac..."
0.310632996726782,0,Baby Ha Tri Unfortunate Life,"Baby Ha Tri was born on June 2017, together with his twin sister and prematurely on their 27 weeks. For the longest time, Baby Ha Tri and his twin sister were inside the ICU incuba..."
0.311336712339487,0,Project Guardian,"Project Guardian is a student-initiated project which organises activities to engage dyslexic children and raise awareness for this cause. Working with Dyslexic Association Singapore (DAS), we aim to make the lives of dyslexic children more colourful and enjoyable. Project Guardian organises a wide array of fun activities to allow dyslexic children to boost their confidence, explore their potential and allow them to have fun and enjoy themselves. Project Guardian has a large social media presence, and posts weekly updates and stories to spread awareness about dyslexic children and their needs.

We need your help to RAISE FUNDS for our cause! What are you waiting for? All proceeds donated will have a dollar-to-dollar matchingDAS is celebrating our 30th Anniversary and to commemorate this momentous milestone, we will like your help to reach out to 300 children in Singapore who have dyslexia."
0.3127338236443,0,Care Packages and Community Support for Migrant Workers,"We at CHANGE are looking to help meet some of the most urgent needs within the community. One such need is that of one of Singapore's most important groups, our migrant workers. As restrictions have tightened for the general population again they have also tightened for this group even further in an effort to stem any possible resurgence of Covid-19 within the dormitories. While this is important and necessary for their safety it does leave them more isolated than the rest of us with basic daily essentials harder to get. We are working with the Ministry of Manpower (MOM) and a dormitory to help see that this impact is reduced by provided daily essential care packages and providing social support programmes once restrictions are lessened.

We are not only in need of monetary donations but also donations of items such as socks, towel, washing powders, toothpaste, coffee, tea, biscuits, dry rations etc. for a list of currently needed items please contact Chris at 91082083.

The donations requested are needed for:
1. Purchase of care package items (where needed)
2. Recreational and cultural integration programmes for migrant workers.
3. Conduct of programmes
4. Logistical support"
0.314935490987593,0,COMPASSION 2021 RAMADAN CAMPAIGN - FUND A FAMILY A FEAST,"Ramadan - the month of forgiveness, fasting and prayers is coming soon this 13th of April 2021. What better way to welcome the month of good bt supporting our families in need! How..."
0.320942874133017,0,"ChariTrees 2021 in support of SOS, #ENGAGE & SOTA Endowment Fund","The on-going pandemic continues to impact the lives of our vulnerable communities. In response, ChariTrees fundraiser will benefit three charities this year - Samaritans of Singapore (SOS), the #ENGAGE Initiative (by TRCL) and the SOTA Endowment Fund. 

These charities seek to address key concerns arising out of the crisis: mental well-being, digital inclusivity and student financial assistance:

- SOS carries out intervention and suicide prevention services; 
- #ENGAGE Initiative bridges the digital divide among our children; and 
- SOTA Endowment Fund provides needy students with bursaries and scholarships

ChariTrees will also carry on its tradition to celebrate the community heroes among us who have been actively helping those suffered during the crisis to rebuild their sense of purpose and significance in life. Their extraordinary humanity and compassion towards the community will serve as inspiration to many. 

Held from 19 Nov to 26 Dec along Marina Bay Waterfront Promenade, ChariTrees invites you to experience the glow of these exquisite Christmas Trees as we join in the spirit of giving to care for one another and, together, emerge stronger as we journey towards a brighter post-pandemic future!.

Thank you for your support. All donations qualify for 2.5 times tax deduction."
0.321857560283016,0,Reaching the peak for the less privileged,"My name is Arfan Faisal and I am a 21 year old national cyclist.

I'll be the first to admit that I have been more privileged than most as I have had both monetary and emotional support all my life from my parents and many others to do what I love with as little hindrance as possible. However, as I've grown older, I've increasingly realised how lucky I've been and how little others have to even fund basic necessities.

Which is why I've decided to use my abilities in cycling to raise money for the Beyond Social Services charity, that aids many less fortunate families, and especially youths, from across Singapore to break away from the poverty cycle by guidance, care and resources. This allows more youths to be able to focus on school and gain more opportunities to pursue their passions as best they can, as I have been able to.

This Charity will be driven by my attempt to cycle the elevation of Mount Everest - approximately 8,848 m - at Lor Sesuai, in one day, with a goal of a sub 14h attempt."
0.324564286815647,0,Help Madam Chea Phon And The Family,"Eric is the only son in his family of 3. The family stays in a subsidised HDB Flat. His father, Mr Heng, had stroke while he was still serving in the army. Madam Chea, his mother, ..."
0.326938591547193,0,Help Premature Baby Aarish,"For every parents to be, they are always very excited to anticipate their new born into the world, and can’t wait to shower them with love and kisses! The same goes for Vikram and ..."
0.328260645699095,0,#EndowusGivesBack to DADs For Life and MUMs For Life - Give the gift of hope this holiday season,"Give the gift of hope this holiday season. Fulfil a wish with Endowus, and choose your way of giving back. #EndowusGivesBack

Endowus has launched an innovative ""Giving Machine"" campaign in support of 15 charities that collectively represent a broad range of initiatives to benefit those in need.

Whether through one of the many charity vending machines littered across different parts of Singapore or via designated webpages, you have the flexibility to choose how you can make a difference to someone's life.

Fulfil a wish this holiday season!

As an organisation, Endowus is an expert at helping people manage their finances and grow their wealth. But we recognise that this growth would not have been possible without first having a strong foundation - financial and otherwise - to rely on. During this season of giving, we would like to encourage everyone to help plant the proverbial seed for those in need, so that everyone can have the opportunity to achieve a brighter future."
0.330525999342298,0,The Gift - A fundraising concert in support of Community Chest Singapore,"Feed To Care is proud to announce The Gift, a fundraising concert organised in support of Community Chest Singapore. The Gift is a fundraising concert that aims to bring greater awareness of the urgent need for volunteers, donations and support from the Singaporean community to aid and support Community Chest Singapore's social service agencies in their endeavours to assist and care for vulnerable groups in our society. 

This year we hope to surpass our goal of SGD70,000. Feed To Care is a community of like-minded youths of all ages and backgrounds dedicated to championing values of volunteerism and servant leadership."
0.330635611228754,0,LEX'MAS Art Sale - #31 Legendary Catch SGD100,"LEX'MAS Art Sale - #31 Legendary Catch
Price: $100.00 ((Please enter donation amount of at least $100 to purchase this painting)
Medium - Batik

Name and Profile of Artist: Irfan, 12 Year Old Male

Artist Statement: This is my favourite fish since I was 5 years old. The first time I caught this fish was with my father.

Note - If the amount has already been raised by another donor, it means that the painting has been sold and is no longer available. Kindly select another painting via the platform.

We also welcome a direct donation to our charity without any purchase of art piece."
0.331622398376036,0,Singapore Cancer Society - TalkMed Relay For Life 2019,"Be the reason someone smiles today. No act of kindness, no matter how small, is ever wasted. Donate to Singapore Cancer Society today. Funds raised will contribute to our ongoing m..."
0.341621029251264,0,Help Devy With Her Stem Cell Transplant,"Devy was diagnosed with HLH Lymphoma Stage 4B in February 2018, and was cleared by the doctors then after her treatment in October 2018, after chemotherapy. However, in February 20..."
0.347077901853332,0,Carry Hope Fundraiser 2021,"Hi everyone! My name is ""Hope"", Rare Disorders Society Singapore (RDSS) newly appointed mascot for our latest fundraising campaign.

I represented the children's hope and dreams, in wanting an even better life as they wait for any breakthrough in the medical treatments. For some beneficiaries, their hope is to be able to express their thoughts and feelings to their loved ones, in their own unique ways.

Every child, regardless of their different needs, has the rights to live and be given the fair opportunity to grow and develop their abilities. We are here to love and offer them the quality of life.

For every $77.00 donation you made, RDSS will offer you a Hope to bring home. Please bring Hope along where you are out and take nice photos with Hope while doing your activities. You can then # tag us and share with our beneficiaries your support.

70% of your donations will be channeled to supporting Rare Disease Fund (RDF). For doing so, (from now until 31 December 2021) every dollar of public donation, the Government will match $3, boosting the impact of the RDF.

When making donation, please leave us your contact information - mobile phone number and email address so that we could contact you for the collection of Hope at iROO retail stores."
0.348690240966997,0,Give Xuan Phu A Second Chance,"Xuan Phu was diagnosed with Wiskott - Aldrich, a rare disease related to gene. 

Wiskott–Aldrich syndrome (WAS) is a rare X-linked recessive disease characterized by eczema, thromb..."
0.348759155870795,0,Save the heart of baby Khayden,"My daughter Luxley Khayden was diagnosed with Congenital Heart Disease(CHD), Ventricular Septal Defect(VSD), Patent Ductus Arteriosus(PDA), Left Atrial and Left Ventricular Enlarge..."
0.349531125548388,0,A Mindful Thought for our Children,"Morphing Mind will be holding its ""Mindfulness and You"" summit this December, which is centred at Mindfulness, being Mindful, and everything about mental wellness and wellbeing, especially in today's ""new normal"" world, where the COVID19 pandemic has hit us pretty hard, and giving us new levels of stress!

In the midst of all these certain uncertainties, let's not forget and be mindful of the future of our nation, our children. Every child has the very equal right to excel in all that he/she does in life, and lead Singapore forward to its next chapter. While our nation is ensuring that every child has an equal access to education, let us all band together, to ensure these children go to school without lack in their daily basic needs.

A smile on every child's face is testimony of a very mindful nation and its people."
0.351072589600457,0,Please help save this 2-year old girl's remaining eye,"Please help save this 2-year old girl's remaining eye She’s only 2 but has endured so much—born with mild autism and severe glaucoma, little Nhu Y was blind from birth. When she wa..."
0.351266889006634,0,Donate to fund the ACRES Wildlife Rescue efforts,"[Reptile Awareness Day] 21 October 2019 Equatorial spitting cobra As a tropical country, we are home to a wide variety of reptile species. Some species have come to adapt to our ur..."
0.352231795475983,0,Supporting Migrant Workers in Factory Converted Dormitories,"Where will the funds go to Migrant workers now account for most of the new COVID-19 cases in Singapore. On the 13th of April, it was reported that of the record high 386 new COVID-..."
0.352270254125493,0,Uplift Persons with Mental Health Conditions Today,"To uplift those vulnerable to mental illnesses, let’s make a difference today. We're Team DinoSoar, a YFC team working in collaboration with Singapore Association for Mental Health..."
0.352745401997879,0,Help Juanita Battle Breast Cancer,"Dear Donors,I am writing this letter with great hope in my heart.  My name is Juanita R. Sayo, an OFW in Singapore. I was diagnosed with left breast cancer, Stage 3, on September 2..."
0.358909485624853,0,Give baby Manvith V a fighting chance,"Please help save a life Help us save a baby's life Name: Manvith Age: 7 months Suffering from severe pneumonia Needs immediate ""BONE MARROW TRANSPLANTATION"" Currently undergoing tr..."
0.361227432295962,0,P&G Virtual Marathon December 2020 - We run for BATAM BUILD,"Over the last two years, P&G has partnered with Habitat Singapore to build seven homes and install 12 water connections for vulnerable families in Batam's Kabil village. Since the ..."
0.364292756412824,0,YOU x Liyana Dhamirah for the Marginalised in Singapore,"By now, many people think that being homeless was my rock bottom. It wasn’t. My impetus was when one day, after finally getting out of homelessness, I walked to the ATM to buy my b..."
0.37348208274365,0,Give Destinne hope for a normal life,Destinne is a 16-year old girl from the Philippines that was diagnosed with Polyarticular Juvenile Idiopathic Arthritis when she was only 12 years old. Her condition is an autoimmu...
0.374160551623585,0,VCA - raising funds for Sulawesi Earthquake,Thank you for visiting our fundraising page and supporting this cause by making a donation. Donating is really simple and secure. The money will go straight to Singapore Red Cross ...
0.376611934445394,0,Project R.I.C.E.+ 2021,"Be the one to gift vulnerable families essential bundle sets! Your pledged amount will be used to purchase bundle sets consisting of toiletries, instant food & beverages as well as..."
0.382370423686301,0,HELP Nepal Breathe,"While many parts of the world are seeing their COVID-19 cases decrease, Nepal’s cases are spreading faster than almost anywhere else in the world. Daily cases are rising so rapidly..."
0.383562364036779,0,#EndowusGivesBack to DADs For Life and MUMs For Life - Give the gift of hope this holiday season,"Give the gift of hope this holiday season. Fulfil a wish with Endowus, and choose your way of giving back. #EndowusGivesBack

Endowus has launched an innovative ""Giving Machine"" campaign in support of 15 charities that collectively represent a broad range of initiatives to benefit those in need.

Whether through one of the many charity vending machines littered across different parts of Singapore or via designated webpages, you have the flexibility to choose how you can make a difference to someone's life.

Fulfil a wish this holiday season!

As an organisation, Endowus is an expert at helping people manage their finances and grow their wealth. But we recognise that this growth would not have been possible without first having a strong foundation - financial and otherwise - to rely on. During this season of giving, we would like to encourage everyone to help plant the proverbial seed for those in need, so that everyone can have the opportunity to achieve a brighter future."
0.388105038808528,0,Give Lewis A Chance to Live,"Lewis was a bubbly 8 years old boy from Indonesia who used to be a happy and cheerful kid, until a few weeks ago when he was facing difficulty in walking, speaking and cannot funct..."
0.388339214005631,0,Please help my premature baby Aeva save her eyesight and with her medical bills,"Dear friend and kind soul, Please help my premature Baby Aeva... My name is Rose, I am the mother of Shaneia Aeva, my prematurely born daughter. I'm a jobless single mom who needs ..."
0.393052477018839,0,Send Love to Philippines,"Super Typhoon Goni, the world’s strongest storm of the year 2020, had made a landfall in the Philippines on 1 November. The category 5 typhoon had struck the island with high speed..."
0.401144893871947,0,Dawnminators Funds,Dawnminators collective spirit and efforts for #SGPAYSITFORWARD Redefining the purpose of a FanClub. Because together as a community we can bring bigger social impact for all the g...
0.402366852884731,0,Climbing Mt. Kinabalu to Add Life to Seriously ill Children's Remaining Days,"On 18th September, I will be making my first climb of Mt. Kinabalu in Sabah, Malaysia. I am dedicating this climb to Rachel House, the first pediatric palliative care* service in I..."
0.405952315793401,0,NUS Faculty of Business Flag,"Thank you for visiting our fundraising page! We hope you will support us in our cause by making a donation.

Donating is really simple and secure. The money will directly go to our..."
0.410038309387514,0,Please help Razzel Grace,"This is our helper Razzel Grace known to us as 'Yeye'. She has been working with us in Singapore for 3.5 years & is just 49 years old. We instantly liked Yeye when we met her, she ..."
